"V1","V2","V3","V4","V5","V6","V7","V8","V9"
0.720388353730304,0.123293035335267,0.0303519201688006,0.0271078816625024,0.000256640515586432,0.00126419538507183,0.000510559710353931,0.000290085589882472,0.0965373279022313
0,0.579363494089425,0,0.314733400987614,0.00374672336469681,0,0.0031861871008897,0.00187719843783407,0.0970929960195413
0,0,0.649244719699355,0.0944188688570116,0.00107485602074416,0.0619407795922865,0.0303368670518616,0.0377918977158794,0.125192011062861
0,0,0,0.858126522446134,0.0121842571743451,0,0.0137567559227511,0.0123690937555098,0.10356337070126
0,0,0,0,7.93941331371599e-05,0,0.0172598714473758,0.241610942259572,0.741049792159916
0,0,0,0,0,0.0728308823047941,0.0787481885591609,0.284570113416791,0.563850815719254
0,0,0,0,0,0,0.00781158725818419,0.189330373013691,0.802858039728125
0,0,0,0,0,0,0,0.108452326399865,0.891547673600135
0,0,0,0,0,0,0,0,1
