"V1","V2","V3","V4","V5","V6","V7","V8","V9"
0.74361366863961,0.115751683526077,0.0275709654621739,0.0233644730321671,0.000199370951334877,0.00111360007027261,0.000427902516309156,0.000240430390716921,0.0877179054113388
0,0.604922032957726,0,0.299418733733475,0.00321891333107122,0,0.00270946898691988,0.00156651444643125,0.0881643365443772
0,0,0.669762757356705,0.0881168550096067,0.000907019673055664,0.0619074318456486,0.0298107874901385,0.0360269576166888,0.113468191008157
0,0,0,0.870963189756552,0.0112277936789912,0,0.0126556800878168,0.0112640945798899,0.0938892418967498
0,0,0,0,0.000115252235843327,0,0.0208829590684434,0.261038859690398,0.717962929005315
0,0,0,0,0,0.0813267031240647,0.0867818836656341,0.296234075078639,0.535657338131662
0,0,0,0,0,0,0.00946892759903356,0.205794854190433,0.784736218210533
0,0,0,0,0,0,0,0.118869895835938,0.881130104164062
0,0,0,0,0,0,0,0,1
