"V1","V2","V3","V4","V5","V6","V7","V8","V9"
0.804075097668006,0.093633312470425,0.0202754797202032,0.0145478985189221,9.05382305452505e-05,0.000743236140983128,0.000248596955006252,0.000132868906184335,0.066252971389725
0,0.676573815996638,0,0.252461213606398,0.0019947365303604,0,0.00162056897965055,0.000876340295120783,0.0664733245918322
0,0,0.726339473088369,0.0703395089766946,0.000534069392459622,0.0607481767792937,0.0277357369077047,0.0301558481607608,0.0841471866947172
0,0,0,0.902898967822405,0.00871114599658883,0,0.00975878521967757,0.00834131275279159,0.0702897882085375
0,0,0,0,0.000349153161680045,0,0.0366771494850139,0.323418197947411,0.639555499405896
0,0,0,0,0,0.112142369904483,0.114454195222698,0.32572639526693,0.44767703960589
0,0,0,0,0,0,0.0167664659562118,0.260965687330422,0.722267846713366
0,0,0,0,0,0,0,0.155528615480384,0.844471384519616
0,0,0,0,0,0,0,0,1
